name,city,type,phone,email,website,address,nickname
Aurora Hotel Klaipėda,Klaipėda,Viešbutis,+370 46 297000,klaipeda@hotelaurora.lt,http://hotelaurora.lt/,"Nemuno g. 51, 91190 Klaipėda, Lietuva",aurora-hotel-klaipeda
"Vyšnių Dvaras – Jūsų šventėms, renginiams ar tiesiog ramiam poilsiui gamtos apsupty!",Klaipėda,viešbutis,+37069956463,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,vysniu-dvaras-jusu-sventems-renginiams-ar-tiesiog-ramiam-poi
"Viešbutis Smiltynėje ""Palva"" 2*",Klaipėda,viešbutis,+37061275134,info@hotelpalva.lt,https://m.me/PALVAHotel,,viesbutis-smiltyneje-palva-2
"KUBU namai Klaipėdoje. Moderniai įrengti apartamentai, yra sukūrinė vonia, pirtis",Klaipėda,viešbutis,+37065052311,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,kubu-namai-klaipedoje-moderniai-irengti-apartamentai-yra-suk
Drevernos poilsio ir pramogų uostas: Kempingas**** / SPA / Baseinas / Sporto aikštelės,Klaipėda,viešbutis,+37060480108,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,drevernos-poilsio-ir-pramogu-uostas-kempingas-spa-baseinas-s
Banketinė salė svečių namuose „Aismarės“ Klaipėdoje,Klaipėda,viešbutis,+37061777399,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,banketine-sale-sveciu-namuose-aismares-klaipedoje
"Apartamentai ""Vyta"" ir ""Vyta Plius"" Klaipėdoje",Klaipėda,viešbutis,+37065558158,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,apartamentai-vyta-ir-vyta-plius-klaipedoje
"""Michaelson boutique Hotel"" Jaukūs kambariai, konferencijų salės ir restoranas",Klaipėda,viešbutis,+37064063378,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,michaelson-boutique-hotel-jaukus-kambariai-konferenciju-sale
"Viešbutis Klaipėdos senamiestyje ""Euterpė"" ****",Klaipėda,viešbutis,+37046474703,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-klaipedos-senamiestyje-euterpe
"Viešbutis Klaipėdoje ""Navalis""",Klaipėda,viešbutis,+37046404200,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-klaipedoje-navalis
"Viešbutis ""Green Park Hotel"" Klaipėda",Klaipėda,viešbutis,+37046380803,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-green-park-hotel-klaipeda
"Viešbutis Klaipėdoje ""Aribė""",Klaipėda,viešbutis,+37046490940,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-klaipedoje-aribe
Friedricho Svečių namai ****,Klaipėda,viešbutis,+37046391020,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,friedricho-sveciu-namai
Viešbutis „Žaliasis slėnis“,Klaipėda,viešbutis,+37046473090,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-zaliasis-slenis
"""Van Vila"" maloniai kviečia poilsiauti jaukioje, šiuolaikiškoje viloje",Klaipėda,viešbutis,+37069805418,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,van-vila-maloniai-kviecia-poilsiauti-jaukioje-siuolaikiskoje
Naujas viešbutis Klaipėdoje,Klaipėda,viešbutis,+37061041063,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,naujas-viesbutis-klaipedoje
Viešbutis ARARAT All Suites Hotel Klaipeda,Klaipėda,viešbutis,+37046400880,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-ararat-all-suites-hotel-klaipeda
"Svečių namai Klaipėdoje ""Pirklių namai""",Klaipėda,viešbutis,+37068256622,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,sveciu-namai-klaipedoje-pirkliu-namai
ibis Styles Klaipeda Aurora,Klaipėda,viešbutis,+37046297000,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,ibis-styles-klaipeda-aurora
AcTIVE HOTEL Klaipėda,Klaipėda,viešbutis,+37060327222,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,active-hotel-klaipeda
"Viešbutis MORENA *** - konferencijoms, banketams - šalia jūros",Klaipėda,viešbutis,+37061318513,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-morena-konferencijoms-banketams-salia-juros
"Viešbutis ""Mercure Klaipėda City""",Klaipėda,viešbutis,+37046490800,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-mercure-klaipeda-city
"Viešbutis Klaipėdoje ""Dangė Hotel"" - naujas, išskirtinio dizaino viešbutis",Klaipėda,viešbutis,+37068633666,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-klaipedoje-dange-hotel-naujas-isskirtinio-dizaino-
"Viešbutis Klaipėdoje ""Fortūna""",Klaipėda,viešbutis,+37046348028,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-klaipedoje-fortuna
"Viešbutis-restoranas ""Lijo"" Gargžduose (Klaipėdos rajonas)",Klaipėda,viešbutis,+37046470430,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-restoranas-lijo-gargzduose-klaipedos-rajonas
NATIONAL HOTEL **** - Viešbutis Klaipėdoje,Klaipėda,viešbutis,+37046211111,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,national-hotel-viesbutis-klaipedoje
Eco viešbutis – motelis Kretingoje,Klaipėda,viešbutis,+37061255533,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,eco-viesbutis-motelis-kretingoje
"Viešbutis Klaipėdoje ""Rūta""",Klaipėda,viešbutis,+37068043184,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-klaipedoje-ruta
Mercure Klaipeda City - Viešbutis Klaipėdoje,Klaipėda,viešbutis,+37046490800,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,mercure-klaipeda-city-viesbutis-klaipedoje
Viešbutis AMBERTON KLAIPĖDA,Klaipėda,viešbutis,+37046404372,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-amberton-klaipeda
"Viešbutis ""Smiltynės Jachtklubas""",Klaipėda,viešbutis,+37066355550,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-smiltynes-jachtklubas
Viešbutis DUNETTON **** Klaipėdoje,Klaipėda,viešbutis,+37046385577,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-dunetton-klaipedoje
Bohema /Old Town Hotel Bohema,Klaipėda,viešbutis,+37046411884,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,bohema-old-town-hotel-bohema
"""Memel Hotel"" Viešbutis Klaipėdos senamiestyje, patogioje vietoje, šalia lankytinų objektų, teatrų, restoranų, miesto pramogų",Klaipėda,viešbutis,+37046474900,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,memel-hotel-viesbutis-klaipedos-senamiestyje-patogioje-vieto
SPA Nida,Nida,SPA,+370 670 12355,info@spanida.lt,https://www.spanida.lt/,"Taikos g. 18, 93123 Nida, Lietuva",spa-nida
Jūratė,Nida,Viešbutis,+370 469 52300,info@hotel-jurate.lt,http://www.hotel-jurate.lt/,"Pamario g. 3, 93123 Nida, Lietuva",jurate
Nidus,Nida,Viešbutis,+370 469 52001,info@nidus.lt [gen],http://www.nidus.lt/,"93123, G. D. Kuverto g. 15, 93121 Nida, Lietuva",nidus
Nerija viešbutis restoranas,Nida,Viešbutis,+370 682 38948,info@neringahotels.lt,https://www.neringahotels.lt/,"Pamario g. 13, 93123 Nida, Lietuva",nerija-viesbutis-restoranas
Svečių namai Vasara,Nida,Viešbutis,+370 699 25018,info@vasara.org,http://vasara.org/,"G. D. Kuverto g. 8-4, 93123 Nida, Lietuva",sveciu-namai-vasara
"Nakvynė pas Justę, motelis",Nida,Viešbutis,+370 469 52354,,https://www.priejuros.lt/lt/apgyvendinimas/nakvyne-su-pusryciais-pas-juste-nidoje-83/,"Kopų g. 15, 93122 Nida, Lietuva",nakvyne-pas-juste-motelis
Jelita Hotel,Nida,Viešbutis,+370 614 04451,jelita@jelita.lt,https://jelita.lt/booking-nida/hotel-jelita/,"G.D. Kuverto str. 7F, 93123 Nida, Lietuva",jelita-hotel
Prie Marių Nida,Nida,Viešbutis,+370 652 95484,labas@priemariunida.lt,http://www.priemariunida.lt/,"Purvynės g. 9, 93121 Nida, Lietuva",prie-mariu-nida
Zunda,Nida,Viešbutis,,nida@poilsionamaizunda.lt,http://www.poilsionamaizunda.lt/,"Pasiure, kavine, 93012, Naglių g. 20-1A, Nida, 93123 Neringos sav., Lietuva",zunda
Nida Inn,Nida,Viešbutis,+370 696 35111,,https://lt-lt.facebook.com/nidainn/,"Vėtrungių g. 240, 93128 Nida, Lietuva",nida-inn
Stebuklai SPA,Neringa,SPA,+370 615 17723,info@stebuklaispa.lt,https://stebuklaispa.lt/,"G. D. Kuverto g.-17 b, Nida, 93123 Neringos sav., Lietuva",stebuklai-spa
SPA Nida,Neringa,SPA,+370 670 12355,info@spanida.lt,https://www.spanida.lt/,"Taikos g. 18, 93123 Nida, Lietuva",spa-nida-neringa
Masažo namai Nidos Kopos Vilniuje,Neringa,SPA,+370 610 30333,info@nidoskopos.lt,http://www.nidoskopos.lt/,"Odminių g. 8, 01122 Vilnius, Lietuva",masazo-namai-nidos-kopos-vilniuje
Neringa Hotel,Neringa,SPA,+370 5 212 2288,hotel@neringavilnius.com,https://www.neringavilnius.com/,"Gedimino pr. 23-1, 01103 Vilnius, Lietuva",neringa-hotel
